MSE,RMS,MAE,R2,ACC,AUC,SPE,REC,PRE,F1,model_ID
NA,NA,NA,NA,0.8521,0.8838,0.5904,0.9621,0.8482,0.9016,555fa104e1ab80a7a258ae3014416067
NA,NA,NA,NA,0.8521,0.8838,0.5904,0.9621,0.8482,0.9016,6e487ce3b7bd4626566de6095c556d18
NA,NA,NA,NA,0.8793,0.9349,0.7349,0.94,0.894,0.9164,85fe9a9f1d08aeb2221ba475e055d822
NA,NA,NA,NA,0.8787,0.9349,0.7329,0.94,0.8933,0.916,875c79dd0e653878dc4d65bb80f8e09b
NA,NA,NA,NA,0.852,0.8839,0.5907,0.9619,0.8483,0.9015,8a0dbeeb470e1a366e8d286e623e2f9e
NA,NA,NA,NA,0.8787,0.9349,0.7329,0.94,0.8933,0.916,8b50185d58590d645a799d5c0ac587e0
NA,NA,NA,NA,0.852,0.8839,0.5907,0.9619,0.8483,0.9015,bd006d16febff81dfd19df338a5073ea
13137191604.306,114617.5885,90563.0523,0.0132,NA,NA,NA,NA,NA,NA,020659239aba33f766d9a7bc2d2332c1
26813265766.253,163747.5672,58541.9748,-1.1024,NA,NA,NA,NA,NA,NA,0d6a8d1999153fd9431b8d59b9e8b235
5346899586.9864,73122.4971,53502.0364,0.5981,NA,NA,NA,NA,NA,NA,601287c1a12ca476036d668c0671e4bc
2869359629801980,53566403.9282,19431432.6991,-215533.4636,NA,NA,NA,NA,NA,NA,98112cf759b8ef551673c42addd2e902
3255065774.5014,57053.1837,38144.417,0.7553,NA,NA,NA,NA,NA,NA,d86a699f0785a2cfdde15f19d0eb6741
13141578902.5646,114636.7258,90578.2368,0.0129,NA,NA,NA,NA,NA,NA,e5150ee908f1281f041cf316ec644236
79.8056,8.9334,7.2056,0.2461,NA,NA,NA,NA,NA,NA,391fa8395098746164d8e18efc4bb16d
82.2376,9.0685,6.9544,0.2542,NA,NA,NA,NA,NA,NA,4150a0596fff36fcf613aedd2e02830f
79.8056,8.9334,7.2056,0.2461,NA,NA,NA,NA,NA,NA,4dcc8fe6629db47e7c7a50373b8ea82e
86.7477,9.3138,7.1244,0.2444,NA,NA,NA,NA,NA,NA,6a63083745cf7bff56ac343a232cf632
79.8056,8.9334,7.2056,0.2461,NA,NA,NA,NA,NA,NA,7be0f5c33ea28bbc4a9d96cb1abbf33a
77.8947,8.8258,7.0649,0.2715,NA,NA,NA,NA,NA,NA,a0cd3ef5a40c8805f61695ca59e86e59
85.1972,9.2302,7.2359,0.233,NA,NA,NA,NA,NA,NA,ad5af76c603208b1b782c1104020c0bb
77.8752,8.8247,7.0475,0.2712,NA,NA,NA,NA,NA,NA,d31c8a1270f17087d70959fb51f6a3da
75.2921,8.6771,6.5295,0.3072,NA,NA,NA,NA,NA,NA,f9bc559ba1f06983858b103ea4603558
NA,NA,NA,NA,0.6217,0.6659,0.5817,0.6545,0.6205,0.6319,34eae52a56f796b7c3dba2f14bf89718
NA,NA,NA,NA,0.582,0.6271,0.5934,0.5736,0.5842,0.5771,d899d5862c965ec1560eadf80cb1c784
180.6825,13.4418,10.7493,0.2376,NA,NA,NA,NA,NA,NA,f1657350d7c63bcd86b6d73696968281
0.0050394886407922074,0.07098935582742111,0.05272126731543389,0.9040725409044515,NA,NA,NA,NA,NA,NA,a5a078898703d7e1e7b6b3322b4f0ac8
0.0055,0.0743,0.0527,0.9014,NA,NA,NA,NA,NA,NA,f55a2ad46af3966d8377aa2e2b44fb09
42.00676885677888,6.481262906006736,2.964268503886377,0.5574770127398361,NA,NA,NA,NA,NA,NA,0e6e20368ebe7c94a736a6e5ab59d51a
42.24317869158124,6.499475262787085,2.967767184395089,0.5549865382481867,NA,NA,NA,NA,NA,NA,4dd329d93b648a67f8809ba6fb666040
43.515394167211134,6.596619904709619,3.013324095677956,0.5415843031314168,NA,NA,NA,NA,NA,NA,6dffc6f97b658ef912b4acfcee1ac9a9
43.70034300043042,6.61062349558878,2.9762262496764293,0.5396359478450218,NA,NA,NA,NA,NA,NA,8929863fb127b68256f53c16e5476a2a
129.85861443628298,11.395552397154031,5.859564781188965,-0.3680038609429075,NA,NA,NA,NA,NA,NA,a5a078898703d7e1e7b6b3322b4f0ac8
43.12315141510886,6.566822017925326,2.9984715884250064,0.5457164094351236,NA,NA,NA,NA,NA,NA,a6474813ee1d35cc3b426999bf378279
44.14004385954442,6.643797397538882,3.0053737855978557,0.5350038910843746,NA,NA,NA,NA,NA,NA,a67c269d801723fe52a62c9f3240a533
42.619612833932905,6.528369845063383,2.9849648354630434,0.5510209687527529,NA,NA,NA,NA,NA,NA,c61aeef554878bd07b4dcdf8ff490144
43.2473062641917,6.576268414852887,2.995151634114661,0.5444084922542927,NA,NA,NA,NA,NA,NA,d22d6962bd83c3ca92b46e6ca13d55d0
44.555572643036285,6.674996078128907,2.997162398232369,0.5306264765969537,NA,NA,NA,NA,NA,NA,e5fd45d2ed0455daebc29e48d9f68d7f
42.62844711986612,6.5290464173465725,2.9725495352621136,0.5509279034038135,NA,NA,NA,NA,NA,NA,f92b40901de418724d5c0ed8033b864d
0.0408,0.202,0.1622,0.4124,NA,NA,NA,NA,NA,NA,2daccba2e9fb0f30552ae8c45690a276
0.0355,0.1885,0.1506,0.4885,NA,NA,NA,NA,NA,NA,60a1ec0b372249e156c5eab9dee76e9b
0.0408,0.202,0.1622,0.4124,NA,NA,NA,NA,NA,NA,791a52eab1caac03ec74111069d657c5
0.0408,0.202,0.1622,0.4124,NA,NA,NA,NA,NA,NA,81b3f417f284cd797140712b689cc6be
14.0796,3.7523,2.8531,-201.9549,NA,NA,NA,NA,NA,NA,8715f94e7553684931772d4da509093b
0.0408,0.202,0.1622,0.4124,NA,NA,NA,NA,NA,NA,988c4f4994eb5b8e356748860112434f
0.0069,0.0829,0.0623,0.901,NA,NA,NA,NA,NA,NA,a63077c5a538a30e97a4fdd1bbaa3aef
0.0112,0.1059,0.0811,0.8385,NA,NA,NA,NA,NA,NA,aa233ccac855a69973542481d1466780
0.0408,0.202,0.1622,0.4124,NA,NA,NA,NA,NA,NA,baabc8e088740f9aca9133a674e96abf
NA,NA,NA,NA,0.9937,0.9998,0.9928,0.9946,0.9934,0.994,7ca00d39e52391a73f0ca182165af572
NA,NA,NA,NA,0.7362,0.2217241,0.83,0.6068966,0.720339,0.6587697,40e22174f89c1d7285010792f72008d5
NA,NA,NA,NA,0.6811594,0.7135143,0.8351212,0.4775461,0.6742944,0.5545335,e9ad52ac38aa4dedf92095b699914932
9.3438,3.0568,2.3816,0.1266,NA,NA,NA,NA,NA,NA,044928e02e8361e90e48efd01c0affdf
9.3396,3.0561,2.3815,0.1273,NA,NA,NA,NA,NA,NA,051fe701c91c3542b4e8ba357739a075
9.2639,3.0437,2.2948,0.1372,NA,NA,NA,NA,NA,NA,40609dd8b13590fe7eb41f820eb2be01
9.3438,3.0568,2.3816,0.1266,NA,NA,NA,NA,NA,NA,643e082583bdce93a2708acc5c36e06e
8.9959,2.9993,2.3322,0.152,NA,NA,NA,NA,NA,NA,68f16a362a9cdfd8bee8a5f3ea5a8358
10.94886166,3.30890641,2.55032023,-0.03258418,NA,NA,NA,NA,NA,NA,7e8a035605a4f5cab6a8bc454a4b4fc9
9.3438,3.0568,2.3816,0.1266,NA,NA,NA,NA,NA,NA,a73d7c9ccd9e514dcf202f2e1a8dc2e5
278.6812,16.6937,7.2435,-26.6424,NA,NA,NA,NA,NA,NA,c99139696cab992a6e8d2e04efd1ad4b
8.8309,2.9717,2.3679,0.2097,NA,NA,NA,NA,NA,NA,d7cd0d400ad28d9aa08c78b7ad4aef96
9.3396,3.0561,2.3816,0.1273,NA,NA,NA,NA,NA,NA,da9063e7eb39a35e63c281d664fab2a7
19.0034,4.3593,2.7331,-1.0394,NA,NA,NA,NA,NA,NA,e598dbfba4dfbb3ca6c25aae43bc0b2f
372632.8794,610.4366,495.5846,0.7682,NA,NA,NA,NA,NA,NA,01817f160006d155cf5f9de7ea4cd2c4
179571.309,423.7586,356.3814,0.8796,NA,NA,NA,NA,NA,NA,68e5280ac3ce94b1cdf06ed053f30919
893909.0975,945.4677,768.3783,0.5446,NA,NA,NA,NA,NA,NA,7a48718db50a3f3236f0676581fb9a37
180384.1104,424.7165,356.8566,0.8794,NA,NA,NA,NA,NA,NA,93e0c35b13ac09c679376487d5037ecf
4172811.9113,2042.7462,1778.834,-5.8578,NA,NA,NA,NA,NA,NA,cd0ef8fc6fc7a48ff792a8c93f9d7921
372632.8794,610.4366,495.5846,0.7682,NA,NA,NA,NA,NA,NA,e162f43f2e96f9d90bfd032b5b993560
180383.714,424.716,356.8564,0.8794,NA,NA,NA,NA,NA,NA,e91cc97edc3a25f877b6dee023daf301
1512335.6119,1229.7706,924.6816,-2.1604,NA,NA,NA,NA,NA,NA,ed99195ff055f93df0efc42c11edae08
2423304.2437,1556.6966,1391.3999,-0.7514,NA,NA,NA,NA,NA,NA,ee072b13bb59fb27e68a819eca03858b
411598.482,641.5594,511.5059,0.2185,NA,NA,NA,NA,NA,NA,0460807d984ed37b8cdb27f16519f6d3
226646.4415,476.074,378.5831,0.5546,NA,NA,NA,NA,NA,NA,0d4aed1a340952772410f889200de9c1
211670.6775,460.0768,369.0247,0.5864,NA,NA,NA,NA,NA,NA,1185d44e047694e38709329e3e0e8d5a
451814552056585e19,67217151981959600,23528589204730500,-102071467199123e14,NA,NA,NA,NA,NA,NA,25ca735fc9b3ed7824676ffc43daae41
211058.229,459.4107,368.7343,0.587,NA,NA,NA,NA,NA,NA,666552e1529d2b49480b8ffee722530c
217011.0778,465.8445,372.9369,0.5764,NA,NA,NA,NA,NA,NA,83c562bbd2deabf7f2505bb76989b5cb
219633.4831,468.6507,361.0729,0.5775,NA,NA,NA,NA,NA,NA,bfeec5b02f1f753bde3c4edc99b7b35f
221870.1784,471.031,367.3892,0.5746,NA,NA,NA,NA,NA,NA,c9d1820bb7cd570f31778f213836a357
236323.0822,486.1307,372.8301,0.5469,NA,NA,NA,NA,NA,NA,ebe33c08aa593992774f9a0d37c38953
NA,NA,NA,NA,0.7131,0.7482,0.5486,0.8247,0.7278,0.7704,100c0925ea05a59d848c3a0ddda2be18
NA,NA,NA,NA,0.7,0.7904,0.5286,0.8433,0.7468,0.7593,31fbd307f48f5d2c85005c28414d833b
NA,NA,NA,NA,0.7582,0.892,0.6371,0.88,0.7863,0.808,5c5b4a920725a925bff83336a0cf95e3
NA,NA,NA,NA,0.7359,0.8974,0.6371,0.8467,0.7863,0.7813,93bb3e94e5b58228ee86a4795bff986c
NA,NA,NA,NA,0.7693,0.8978,0.6905,0.8618,0.8089,0.8131,9b915faa4923cd25704446385f45f7ef
NA,NA,NA,NA,0.7575,0.8978,0.6905,0.8332,0.8013,0.7991,fc3fa2ed4be18d11d1ca875e2b171c7b
3666.1575193,60.5488028,51.7676852,0.2124759,NA,NA,NA,NA,NA,NA,6152b351b8bbbc33d3736e0a819722d7
3683.311,60.69029,51.75633,0.324859,NA,NA,NA,NA,NA,NA,e3eeb3e89c23740693fb73e72d1d9bf7
3970.686,63.01338,51.98953,0.1594414,NA,NA,NA,NA,NA,NA,eddc80da42940ee05ed92bea2fa85b15
0.0927,0.3045,0.2317,-0.1759,NA,NA,NA,NA,NA,NA,0c0cb37e283157454ee4c7a4b62d987e
0.0928,0.3046,0.2316,-0.1762,NA,NA,NA,NA,NA,NA,500d415ae37ed9fd40c8854e1398a755
0.0928,0.3047,0.2311,-0.1798,NA,NA,NA,NA,NA,NA,5f7f3df0da5b4e9a83bab6a74cbae8dc
0.1205,0.3471,0.2684,-0.4641,NA,NA,NA,NA,NA,NA,621e7b2da46bd2ec963dd88434fd8fa9
0.1025,0.3201,0.2445,-0.2697,NA,NA,NA,NA,NA,NA,650f46e36318b303662dfc0a52356bd9
0.1446,0.3802,0.2965,-0.7738,NA,NA,NA,NA,NA,NA,787b3a1390bbe836b8987b9a6d7ad8a4
0.0928,0.3047,0.2311,-0.1798,NA,NA,NA,NA,NA,NA,c1b565f1a66c161ce6c7cca5516c7ea4
0.0894,0.299,0.2374,-0.1097,NA,NA,NA,NA,NA,NA,c4be1c66c37c9b65e07e34170793dff7
0.0928,0.3047,0.2311,-0.1798,NA,NA,NA,NA,NA,NA,c6049afb70bcd40623dfcf3de0b8486d
7.0341,2.6522,2.2627,0.1573,NA,NA,NA,NA,NA,NA,ba211d38c26b6f39ec34b90e6aad5a9f
NA,NA,NA,NA,1,1,1,1,1,1,0492cd41e2ab015f4fdf38a8376cb1c6
NA,NA,NA,NA,1,1,1,1,1,1,1480189dbdf1c62d2eac0f0792005831
NA,NA,NA,NA,1,1,1,1,1,1,40bd12736c57e06e411875d661f98767
NA,NA,NA,NA,0.953,0.9988,0.8844,0.9954,0.9332,0.9633,482dda2ee50b2f09e755f6b348d4e7bc
NA,NA,NA,NA,1,1,1,1,1,1,6538f003ef59d825369fe7252c10a929
NA,NA,NA,NA,0.9972,0.9963,0.9926,1,0.9954,0.9977,93ecd233c327c05d93110255f21c7f50
NA,NA,NA,NA,1,1,1,1,1,1,bb3c2a36be9f372e3cda370e13e305b3
NA,NA,NA,NA,1,1,1,1,1,1,c7c7158e83d0f29b5aa53b8e75558f0e
NA,NA,NA,NA,1,1,1,1,1,1,c898f64de5b9d9fabb965d4bd52f669a
NA,NA,NA,NA,1,1,1,1,1,1,fcfd0eedcfd80e3c8c7ec60501e050a8
1.359467024,1.165961845,0.868963759,-0.002366178,NA,NA,NA,NA,NA,NA,6b3f22701857ac974da249d940c06d4e
NA,NA,NA,NA,0.6737,0.719,0.7139,0.6306,0.6646,0.6464,23edd8e94eeaebe53e66208026f9ccba
NA,NA,NA,NA,0.6716,0.7166,0.7059,0.6346,0.6595,0.6462,4a704d41a624626b2722aeb6a17d057a
NA,NA,NA,NA,0.7218,0.7566,0.7899,0.6465,0.7356,0.6874,6a2cec68e175ecba53cb5452f3e71a14
NA,NA,NA,NA,0.6863,0.7215,0.7264,0.6431,0.6798,0.6603,6bd414bca8e26bafc9147dfdf39b3461
NA,NA,NA,NA,0.6653,0.7075,0.6879,0.6432,0.6495,0.6442,8c265915d0576c35d4b18f4a95e35069
NA,NA,NA,NA,0.6883,0.7331,0.7222,0.6502,0.6803,0.6614,91b4807de1566a99cc62d2bbe598d876
NA,NA,NA,NA,0.6528,0.7077,0.6916,0.6125,0.6413,0.6243,9657979a216d2f42d49b6e6566f8187a
NA,NA,NA,NA,0.6465,0.7008,0.6679,0.625,0.6294,0.6253,9765bfc10b85589c0ffb44970becfeac
NA,NA,NA,NA,0.6716,0.7218,0.7135,0.6251,0.6621,0.6427,a0b3774fa54f490d3d96f46efbebb252
NA,NA,NA,NA,0.6632,0.7086,0.6917,0.6337,0.6497,0.6404,b8cb78ba9b85d0a7536a91f5e6ff3df3
NA,NA,NA,NA,0.6528,0.6998,0.6803,0.625,0.6397,0.6297,c723dcefe75191cad3b409799b130e02
NA,NA,NA,NA,0.726,0.7561,0.7975,0.6463,0.7424,0.6903,cf4515545aeb192ec64596caa8cf7a9d
NA,NA,NA,NA,0.7218,0.7566,0.7899,0.6465,0.7356,0.6874,e329f83eca9eaaec6161853d9e8e5713
NA,NA,NA,NA,0.726,0.7561,0.7975,0.6463,0.7424,0.6903,e9977e8a6c524cb53c2a4bb287a1218f
NA,NA,NA,NA,0.6569,0.7082,0.6992,0.6114,0.6451,0.6266,ee63b646cf2e746f1fd6b117d7c4de63
NA,NA,NA,NA,0.6549,0.7093,0.6916,0.6168,0.6425,0.627,f4dc518de2ac7dff45f18c7a961ace46
NA,NA,NA,NA,0.6548,0.7077,0.6949,0.6128,0.6426,0.625,fb2f13605dc168f4cbc92b08967f68b7
0.0416,0.204,0.055,0.9633,NA,NA,NA,NA,NA,NA,0b4ce0d52ee653523edd3e20ad7a464b
NA,NA,NA,NA,0.848,0.9346,0.8724,0.8312,0.8649,0.8454,63d3bcf91aef8edf8102b83ba5e53138
NA,NA,NA,NA,0.856,0.9344,0.8553,0.8674,0.8562,0.8586,c4867ef613cda9c0fb603c5c2f056d8a
NA,NA,NA,NA,0.7426,0.8454266,0.3930303,0.9174282,0.7524021,0.8258225,d4b3c164fc34d7d2518498bee95498c2
8.595,2.9317,2.4889,0.9863,NA,NA,NA,NA,NA,NA,062052528ecb89bdcbea17fb5d57cc56
8.595,2.9317,2.4889,0.9863,NA,NA,NA,NA,NA,NA,1c605492d2ef9ec0fe6dfc809b6ac8c5
1225.0129,35.0002,29.6892,-0.7231,NA,NA,NA,NA,NA,NA,298a5df934d11ad8a6df8d7411313a33
260.8479,16.1508,13.3016,0.5795,NA,NA,NA,NA,NA,NA,7966fbb05a3fbfeda9ff032b8a9727b9
12.3202,3.51,2.9267,0.9783,NA,NA,NA,NA,NA,NA,a2cdf66b34c280b3a0df3f0c7cccd047
12.3202,3.51,2.9267,0.9783,NA,NA,NA,NA,NA,NA,b9ff85a1a263da2241af8be3604982b6
100.6444,10.0322,7.0069,0.8904,NA,NA,NA,NA,NA,NA,bafa5a7fbbb8a8068b7167a29abfc89d
8.595,2.9317,2.4889,0.9863,NA,NA,NA,NA,NA,NA,d6abd4b2b4bd7cfcfe3dc7d4be403f1f
15.4147,3.9262,2.833,0.9795,NA,NA,NA,NA,NA,NA,f41a33c3668cae7548792c2a40d92656
3389870741.8829002,58222.5965,44443.6763,0.5179,NA,NA,NA,NA,NA,NA,218c2b1b79c9dd35a575cdfed7bad2e6
1193840241.4964,34551.9933,28544.289,0.8377,NA,NA,NA,NA,NA,NA,242c2e3054b8d20cb8cb020690550a65
6767957923.4458,82267.5995,60597.9802,0.0857,NA,NA,NA,NA,NA,NA,276e21cd1ef4bf869d75a7ac9b5f8485
1622265823.3077,40277.3612,30994.8834,0.7802,NA,NA,NA,NA,NA,NA,484dd6a26a4c2f8f85f933d2f044c7a7
1196005446.5402,34583.3117,28254.4988,0.8375,NA,NA,NA,NA,NA,NA,9cbfa14091834a4219b35304908f996e
556570291.6902,23591.742,16307.7245,0.9245,NA,NA,NA,NA,NA,NA,c779097b455904fcda98ba89fb00ab7e
1196288044.3418,34587.3972,28251.0662,0.8375,NA,NA,NA,NA,NA,NA,f0192fe25e46545455932e8fe03cbb27
1193840241.5131,34551.9933,28544.289,0.8377,NA,NA,NA,NA,NA,NA,fd87a86f82f33ed7bdea94de3d375ae2
738763866.2496,27180.2109,19376.3085,0.9003,NA,NA,NA,NA,NA,NA,ff26f7036041536b5a9031f4b2ad9177
196.9509,14.03392,10.76249,0.1509261,NA,NA,NA,NA,NA,NA,d40320df7e960985cc5453d5480a898a
0.01478135,0.12157859,0.09830354,0.29475175,NA,NA,NA,NA,NA,NA,111c0c4d671d90c6a063050c04f33e60
37.2544,6.1036,4.5088,0.8556,NA,NA,NA,NA,NA,NA,b448cfe97f2329169b5bc927f9a9a70f
17.9928,4.2418,3.2725,0.872,NA,NA,NA,NA,NA,NA,e31585eb264a67cb9e3846bb7729eaa8
35.7258,5.9771,4.309,0.8609,NA,NA,NA,NA,NA,NA,dfbb4163d6e0b2109c46d4166135689f
24.9638,4.9964,3.8731,0.8975,NA,NA,NA,NA,NA,NA,bf78d192ad1034d62c810d3d8fe0bfc9
18.9037,4.3478,3.2894,0.8966,NA,NA,NA,NA,NA,NA,e7faa8ba2968b948b10c563e35206095
16.072,4.009,3.1192,0.8837,NA,NA,NA,NA,NA,NA,123859070bddecbd876d99a25e2ca9d9
32.0713,5.6632,4.2227,0.8717,NA,NA,NA,NA,NA,NA,8612e1589a3ae69b31298a1eaad6d824
24.8522,4.9852,3.8887,0.8976,NA,NA,NA,NA,NA,NA,ff307228a24a4acb2d42b1cf13757d43
20.4807,4.5256,3.4096,0.8865,NA,NA,NA,NA,NA,NA,63362687ada0bb98492d4629e75747de
18.9916,4.3579,3.3544,0.8613,NA,NA,NA,NA,NA,NA,84704a517560b06ec84967457a340512
NA,NA,NA,NA,0.8404,0.8763,0.9104,0.7287,0.8363,0.7788,137d4aa57c3fed54e30b6eb4f4a4bc74
NA,NA,NA,NA,0.8414,0.8768,0.9041,0.7415,0.8292,0.7829,2a315cc263f0c43c7e9faef9987a3f13
NA,NA,NA,NA,0.841661,0.8772442,0.8787158,0.7831109,0.8024228,0.7924654,41c9e153488e3f4ce89c2b26d3a24c39
NA,NA,NA,NA,0.8395,0.8764,0.9126,0.7232,0.8385,0.7766,966276d98912899965b895ec20646175
NA,NA,NA,NA,0.8418,0.8773,0.898,0.7522,0.8224,0.7858,b4ec418e23913c5e7b0302a721f5e7d9
NA,NA,NA,NA,0.8416,0.8785,0.8975,0.7527,0.8217,0.7857,bbaf78099ea6880eeb8a15d7fdd85dfe
6.4009,2.53,2.0904,0.2314,NA,NA,NA,NA,NA,NA,9d85b0b5d75456fed4fd4a9ed5cdeed1
6.1931264,2.4885993,2.0534415,0.2563764,NA,NA,NA,NA,NA,NA,a70b40e04322d838c572fc281fe4aa45
NA,NA,NA,NA,0.9187822,0.9509622,0.9437019,0.8236287,0.7930271,0.8080352,4854f305f42ae8beb4f19d3de2ba2d8e
NA,NA,NA,NA,0.9981229086754264,0.9999540506586849,1,0.9976360957895097,1,0.998816649230822,cf53a0d7d29ba8f2bf6fa06793d40400
873.863687,29.561185,17.001072,0.774521,NA,NA,NA,NA,NA,NA,3b3b244bb8c811eee2435d534406befe
1666.558,40.8235,23.24123,0.6834862,NA,NA,NA,NA,NA,NA,55e054cbff6cc8c168b267c0580d2f9f
35.22854,5.935363,3.615391,0.4854227,NA,NA,NA,NA,NA,NA,c0bb588d8b218f212336b02de21e13e3
18.15653,4.261047,3.060395,0.5352831,NA,NA,NA,NA,NA,NA,e1fbc409fc87a594b761e000ebd7607c
NA,NA,NA,NA,0.8084,0.907,0.8613,0.7637,0.8283,0.778,496ca04696bf50fa44859a0b39c0959f
NA,NA,NA,NA,0.7067,0.7206,0.7575,0.6547,0.6968,0.6705,4db8669eb6b47e47708251a0fdb7ac17
NA,NA,NA,NA,0.7214,0.8288,0.7701,0.6883,0.74,0.6957,68c5f087d89fe636c7f4777133dce9a9
NA,NA,NA,NA,0.7259,0.8334,0.7694,0.6833,0.714,0.6885,781c996ac704df2b6f224416488c7d59
NA,NA,NA,NA,0.7067,0.7161,0.7575,0.6547,0.6968,0.6705,be68fc34769e2eeaff4cc7de2c4f9a73
NA,NA,NA,NA,0.7309,0.8115,0.7565,0.7252,0.7143,0.7091,c5a70a5d0738d07b461d6944fe597a2b
3.2728,1.8091,1.3379,0.9715,NA,NA,NA,NA,NA,NA,f26c495402a766d4720bf7dc8234231b
1.985926,1.409229,0.8064543,0.9847137,NA,NA,NA,NA,NA,NA,f8ae00a6a682727f96b301693f8fd631
40.2643,6.3454,3.5884,0.8165,NA,NA,NA,NA,NA,NA,0e858b80930be53db33dc76ebb3e6218
14.2161,3.7704,2.1185,0.9304,NA,NA,NA,NA,NA,NA,25235ad831e85e9eda2c2dfef2ae38f7
2.7107,1.6464,0.855,0.9882,NA,NA,NA,NA,NA,NA,3923acf76a9b339ea34b9754419420ae
12.2868,3.5053,2.3653,0.9459,NA,NA,NA,NA,NA,NA,7468c25254ea7893ad1a061b86713862
0.8897,0.9432,0.6408,0.9956,NA,NA,NA,NA,NA,NA,7caedbb1d41acbf35f58d6636b7606c9
838641.563,915.7738,699.5263,-4725.6448,NA,NA,NA,NA,NA,NA,a249f960b7d7340551c3f5967c34f781
12919.8658,113.6656,82.79,-69.9632,NA,NA,NA,NA,NA,NA,b8f7db020a900c47da80033c2b271a98
0.8897,0.9432,0.6408,0.9956,NA,NA,NA,NA,NA,NA,f9beaa1aa8d40794f92991b14a0af38b
152.8231,12.3622,8.2805,0.1915,NA,NA,NA,NA,NA,NA,fdacb5951bb702fb582b8973245ab815
336976734716854e3,580496972.1858,75683001.4895,-13325688884509e6,NA,NA,NA,NA,NA,NA,17b03d7093f50d514af7d2d351a9a702
0.0249,0.158,0.115,-0.0204,NA,NA,NA,NA,NA,NA,1b0fa88671657eb12404ec9a7f70e54e
0.0207,0.1439,0.1081,0.085,NA,NA,NA,NA,NA,NA,1b59c32bcee8c4472a9fed2366ac6717
169608413329838e15,411835420198212,304156462028946,-828817035834138e16,NA,NA,NA,NA,NA,NA,46748294cfa4ccb9f9333f218ebeed88
0.4013,0.6334,0.4625,-14.4591,NA,NA,NA,NA,NA,NA,806a82224e189be825f208c8888659ba
0.028,0.1674,0.1302,-0.271,NA,NA,NA,NA,NA,NA,8bead8617256c4133d7ef42f88e355e2
0.0285,0.1687,0.1307,-0.2049,NA,NA,NA,NA,NA,NA,b46e52d85ed736f765a64c78264ad84a
0.0212,0.1457,0.1022,0.1182,NA,NA,NA,NA,NA,NA,de5f00b3148eabccd092549fe366171b
0.0208,0.1441,0.1014,0.1331,NA,NA,NA,NA,NA,NA,e7a5580281b43d0c3e966c7840216512
8.2316,2.8691,2.2156,0.2788,NA,NA,NA,NA,NA,NA,0ca72be37b5254b9a187b9c7a2dcacca
97.9351,9.8962,7.6199,-8.3746,NA,NA,NA,NA,NA,NA,27fe33e606fa9fefcb3021d9833c0e52
8.2356,2.8698,2.218,0.2776,NA,NA,NA,NA,NA,NA,381ad80a21b05a85fb10a11f0f3ff93c
8.2356,2.8698,2.218,0.2776,NA,NA,NA,NA,NA,NA,42ba4c2ed854b9d01c5728d870e0de11
9.9699,3.1575,2.3406,0.0806,NA,NA,NA,NA,NA,NA,44990c0005bf5370fd31fd3f72c70896
9.5997,3.0983,2.4411,0.1587,NA,NA,NA,NA,NA,NA,489950e99b972ac02ba96c69725ee83b
8.2316,2.8691,2.2156,0.2788,NA,NA,NA,NA,NA,NA,5d142e7ea509d1e51030c8e5ad72fe43
8.2356,2.8698,2.218,0.2776,NA,NA,NA,NA,NA,NA,7ead85a2fe1cf0ded7a6857418e2dcd5
9.2598,3.043,2.3607,0.201,NA,NA,NA,NA,NA,NA,e92efade1d5310ba835ac68756945f38
6.9026,2.6273,1.9257,0.6938,NA,NA,NA,NA,NA,NA,16614e492ecb6d8e160b1b9b9ab706e6
3.4822,1.8661,1.2417,0.8521,NA,NA,NA,NA,NA,NA,58790fdc008ef06ddece291184abd451
1.1931,1.0923,0.8363,0.9437,NA,NA,NA,NA,NA,NA,736889df97ead4077335d900553f00b1
1.1931,1.0923,0.8363,0.9437,NA,NA,NA,NA,NA,NA,76c71b39241c3c8f341b19c50a8564cf
1.3631,1.1675,0.9131,0.9351,NA,NA,NA,NA,NA,NA,7e8ff8a9b5532ab618ee119f6e1d450d
1.1931,1.0923,0.8363,0.9437,NA,NA,NA,NA,NA,NA,bcd1546b4973b19c926b623b154534f0
1.3631,1.1675,0.9131,0.9351,NA,NA,NA,NA,NA,NA,c2c1383c494d57a4edf871a0d6cfb513
44.1866,6.6473,5.3699,-1.1741,NA,NA,NA,NA,NA,NA,d366c87a0877a725de40813cdb164345
1.7476,1.322,0.7464,0.9335,NA,NA,NA,NA,NA,NA,fd050326705ca27f4f7d53f7196a6b06
1180193.3285,1086.367,703.4987,-26339.0064,NA,NA,NA,NA,NA,NA,0c67c4d8734709b4dd0665ef2bd607b1
10.8507,3.294,2.5237,0.758,NA,NA,NA,NA,NA,NA,2d7d5e2e7ea4ed0292af848ffbf4ea59
10.8508,3.2941,2.5237,0.758,NA,NA,NA,NA,NA,NA,3452855b13eb2f14f855a8fd34d96ee6
10.8508,3.2941,2.5237,0.758,NA,NA,NA,NA,NA,NA,7e0dabcf0fe74f51c2053ef5ba57cec5
9.0251,3.0042,2.2843,0.7987,NA,NA,NA,NA,NA,NA,90fd7a585f1ee4f6cd7b660aa0d569fb
16.0726,4.0091,2.9998,0.6413,NA,NA,NA,NA,NA,NA,df496b91d9a717e2d6a688b22c66b963
10.8507,3.294,2.5237,0.758,NA,NA,NA,NA,NA,NA,e338603abfe51d74dff8e503244146e1
