"id","dset","lib","mname","target","columns","insts","model_param","target_iqr","target_diff","target_skewness","binary_factors","factors3to5","big_factors","nonskew_numerics","small_skew_numerics","big_skew_numerics","mse","rmse","mae","r2","metric"
"666552e1529d2b49480b8ffee722530c","openml_lowbwt","mlr","regr.gausspr","class",10,189,"regr.gausspr vanilladot",1061,4281,-0.061262959472196,4,2,1,1,1,0,211058.229,459.4107,368.7343,0.587,0.107313875262789
"83c562bbd2deabf7f2505bb76989b5cb","openml_lowbwt","mlr","regr.plsr","class",10,189,"regr.plsr kernelpls",1061,4281,-0.061262959472196,4,2,1,1,1,0,217011.0778,465.8445,372.9369,0.5764,0.108816748423266
"bfeec5b02f1f753bde3c4edc99b7b35f","openml_lowbwt","mlr","regr.svm","class",10,189,"regr.svm sigmoid",1061,4281,-0.061262959472196,4,2,1,1,1,0,219633.4831,468.6507,361.0729,0.5775,0.109472249474422
"c9d1820bb7cd570f31778f213836a357","openml_lowbwt","mlr","regr.svm","class",10,189,"regr.svm radial",1061,4281,-0.061262959472196,4,2,1,1,1,0,221870.1784,471.031,367.3892,0.5746,0.1100282644242
"ebe33c08aa593992774f9a0d37c38953","openml_lowbwt","mlr","regr.gausspr","class",10,189,"regr.gausspr rbfdot",1061,4281,-0.061262959472196,4,2,1,1,1,0,236323.0822,486.1307,372.8301,0.5469,0.113555407615043
"0c0cb37e283157454ee4c7a4b62d987e","openml_mbagrade","mlr","regr.gausspr","grade_point_average",3,61,"regr.gausspr polydot",0.381,1.372,-0.175853018372703,1,0,0,1,0,0,0.0927,0.3045,0.2317,-0.1759,0.221938775510204
"500d415ae37ed9fd40c8854e1398a755","openml_mbagrade","mlr","regr.gausspr","grade_point_average",3,61,"regr.gausspr vanilladot",0.381,1.372,-0.175853018372703,1,0,0,1,0,0,0.0928,0.3046,0.2316,-0.1762,0.22201166180758
"5f7f3df0da5b4e9a83bab6a74cbae8dc","openml_mbagrade","mlr","regr.plsr","grade_point_average",3,61,"regr.plsr simpls",0.381,1.372,-0.175853018372703,1,0,0,1,0,0,0.0928,0.3047,0.2311,-0.1798,0.222084548104956
"621e7b2da46bd2ec963dd88434fd8fa9","openml_mbagrade","mlr","regr.gausspr","grade_point_average",3,61,"regr.gausspr rbfdot",0.381,1.372,-0.175853018372703,1,0,0,1,0,0,0.1205,0.3471,0.2684,-0.4641,0.25298833819242
"650f46e36318b303662dfc0a52356bd9","openml_mbagrade","mlr","regr.svm","grade_point_average",3,61,"regr.svm radial",0.381,1.372,-0.175853018372703,1,0,0,1,0,0,0.1025,0.3201,0.2445,-0.2697,0.233309037900875
"787b3a1390bbe836b8987b9a6d7ad8a4","openml_mbagrade","mlr","regr.svm","grade_point_average",3,61,"regr.svm sigmoid",0.381,1.372,-0.175853018372703,1,0,0,1,0,0,0.1446,0.3802,0.2965,-0.7738,0.277113702623907
"c1b565f1a66c161ce6c7cca5516c7ea4","openml_mbagrade","mlr","regr.plsr","grade_point_average",3,61,"regr.plsr kernelpls",0.381,1.372,-0.175853018372703,1,0,0,1,0,0,0.0928,0.3047,0.2311,-0.1798,0.222084548104956
"c4be1c66c37c9b65e07e34170793dff7","openml_mbagrade","mlr","regr.svm","grade_point_average",3,61,"regr.svm polynomial",0.381,1.372,-0.175853018372703,1,0,0,1,0,0,0.0894,0.299,0.2374,-0.1097,0.217930029154519
"c6049afb70bcd40623dfcf3de0b8486d","openml_mbagrade","mlr","regr.plsr","grade_point_average",3,61,"regr.plsr oscorespls",0.381,1.372,-0.175853018372703,1,0,0,1,0,0,0.0928,0.3047,0.2311,-0.1798,0.222084548104956
"062052528ecb89bdcbea17fb5d57cc56","openml_rabe_166","mlr","regr.plsr","col_3",3,40,"regr.plsr oscorespls",55.25,95,0.18552036199095,0,0,0,2,0,0,8.595,2.9317,2.4889,0.9863,0.03086
"1c605492d2ef9ec0fe6dfc809b6ac8c5","openml_rabe_166","mlr","regr.plsr","col_3",3,40,"regr.plsr kernelpls",55.25,95,0.18552036199095,0,0,0,2,0,0,8.595,2.9317,2.4889,0.9863,0.03086
"298a5df934d11ad8a6df8d7411313a33","openml_rabe_166","mlr","regr.svm","col_3",3,40,"regr.svm sigmoid",55.25,95,0.18552036199095,0,0,0,2,0,0,1225.0129,35.0002,29.6892,-0.7231,0.368423157894737
"7966fbb05a3fbfeda9ff032b8a9727b9","openml_rabe_166","mlr","regr.svm","col_3",3,40,"regr.svm polynomial",55.25,95,0.18552036199095,0,0,0,2,0,0,260.8479,16.1508,13.3016,0.5795,0.170008421052632
"a2cdf66b34c280b3a0df3f0c7cccd047","openml_rabe_166","mlr","regr.gausspr","col_3",3,40,"regr.gausspr polydot",55.25,95,0.18552036199095,0,0,0,2,0,0,12.3202,3.51,2.9267,0.9783,0.0369473684210526
"b9ff85a1a263da2241af8be3604982b6","openml_rabe_166","mlr","regr.gausspr","col_3",3,40,"regr.gausspr vanilladot",55.25,95,0.18552036199095,0,0,0,2,0,0,12.3202,3.51,2.9267,0.9783,0.0369473684210526
"bafa5a7fbbb8a8068b7167a29abfc89d","openml_rabe_166","mlr","regr.gausspr","col_3",3,40,"regr.gausspr rbfdot",55.25,95,0.18552036199095,0,0,0,2,0,0,100.6444,10.0322,7.0069,0.8904,0.105602105263158
"d6abd4b2b4bd7cfcfe3dc7d4be403f1f","openml_rabe_166","mlr","regr.plsr","col_3",3,40,"regr.plsr simpls",55.25,95,0.18552036199095,0,0,0,2,0,0,8.595,2.9317,2.4889,0.9863,0.03086
"f41a33c3668cae7548792c2a40d92656","openml_rabe_166","mlr","regr.svm","col_3",3,40,"regr.svm radial",55.25,95,0.18552036199095,0,0,0,2,0,0,15.4147,3.9262,2.833,0.9795,0.0413284210526316
"218c2b1b79c9dd35a575cdfed7bad2e6","openml_rmftsa_ctoarrivals","mlr","regr.plsr","arrivals",3,264,"regr.plsr simpls",129928.75,352581,0.360965144357965,0,0,1,1,0,0,3389870741.8829,58222.5965,44443.6763,0.5179,0.165132541174936
"242c2e3054b8d20cb8cb020690550a65","openml_rmftsa_ctoarrivals","mlr","regr.plsr","arrivals",3,264,"regr.plsr oscorespls",129928.75,352581,0.360965144357965,0,0,1,1,0,0,1193840241.4964,34551.9933,28544.289,0.8377,0.0979973206156883
"276e21cd1ef4bf869d75a7ac9b5f8485","openml_rmftsa_ctoarrivals","mlr","regr.svm","arrivals",3,264,"regr.svm polynomial",129928.75,352581,0.360965144357965,0,0,1,1,0,0,6767957923.4458,82267.5995,60597.9802,0.0857,0.233329644819205
"484dd6a26a4c2f8f85f933d2f044c7a7","openml_rmftsa_ctoarrivals","mlr","regr.svm","arrivals",3,264,"regr.svm sigmoid",129928.75,352581,0.360965144357965,0,0,1,1,0,0,1622265823.3077,40277.3612,30994.8834,0.7802,0.114235767667571
"9cbfa14091834a4219b35304908f996e","openml_rmftsa_ctoarrivals","mlr","regr.gausspr","arrivals",3,264,"regr.gausspr polydot",129928.75,352581,0.360965144357965,0,0,1,1,0,0,1196005446.5402,34583.3117,28254.4988,0.8375,0.098086146729404
"c779097b455904fcda98ba89fb00ab7e","openml_rmftsa_ctoarrivals","mlr","regr.gausspr","arrivals",3,264,"regr.gausspr rbfdot",129928.75,352581,0.360965144357965,0,0,1,1,0,0,556570291.6902,23591.742,16307.7245,0.9245,0.06691155223906
"f0192fe25e46545455932e8fe03cbb27","openml_rmftsa_ctoarrivals","mlr","regr.gausspr","arrivals",3,264,"regr.gausspr vanilladot",129928.75,352581,0.360965144357965,0,0,1,1,0,0,1196288044.3418,34587.3972,28251.0662,0.8375,0.0980977341376875
"fd87a86f82f33ed7bdea94de3d375ae2","openml_rmftsa_ctoarrivals","mlr","regr.plsr","arrivals",3,264,"regr.plsr kernelpls",129928.75,352581,0.360965144357965,0,0,1,1,0,0,1193840241.5131,34551.9933,28544.289,0.8377,0.0979973206156883
"ff26f7036041536b5a9031f4b2ad9177","openml_rmftsa_ctoarrivals","mlr","regr.svm","arrivals",3,264,"regr.svm radial",129928.75,352581,0.360965144357965,0,0,1,1,0,0,738763866.2496,27180.2109,19376.3085,0.9003,0.0770892671471236
"0e858b80930be53db33dc76ebb3e6218","openml_tecator","mlr","regr.gausspr","fat",125,240,"regr.gausspr rbfdot",21.25,57.6,0.395294117647059,0,0,0,107,17,0,40.2643,6.3454,3.5884,0.8165,0.110163194444444
"25235ad831e85e9eda2c2dfef2ae38f7","openml_tecator","mlr","regr.svm","fat",125,240,"regr.svm radial",21.25,57.6,0.395294117647059,0,0,0,107,17,0,14.2161,3.7704,2.1185,0.9304,0.0654583333333333
"3923acf76a9b339ea34b9754419420ae","openml_tecator","mlr","regr.plsr","fat",125,240,"regr.plsr kernelpls",21.25,57.6,0.395294117647059,0,0,0,107,17,0,2.7107,1.6464,0.855,0.9882,0.0285833333333333
"7468c25254ea7893ad1a061b86713862","openml_tecator","mlr","regr.plsr","fat",125,240,"regr.plsr oscorespls",21.25,57.6,0.395294117647059,0,0,0,107,17,0,12.2868,3.5053,2.3653,0.9459,0.0608559027777778
"7caedbb1d41acbf35f58d6636b7606c9","openml_tecator","mlr","regr.gausspr","fat",125,240,"regr.gausspr vanilladot",21.25,57.6,0.395294117647059,0,0,0,107,17,0,0.8897,0.9432,0.6408,0.9956,0.016375
"a249f960b7d7340551c3f5967c34f781","openml_tecator","mlr","regr.plsr","fat",125,240,"regr.plsr simpls",21.25,57.6,0.395294117647059,0,0,0,107,17,0,838641.563,915.7738,699.5263,-4725.6448,15.8988506944444
"b8f7db020a900c47da80033c2b271a98","openml_tecator","mlr","regr.svm","fat",125,240,"regr.svm sigmoid",21.25,57.6,0.395294117647059,0,0,0,107,17,0,12919.8658,113.6656,82.79,-69.9632,1.97336111111111
"f9beaa1aa8d40794f92991b14a0af38b","openml_tecator","mlr","regr.gausspr","fat",125,240,"regr.gausspr polydot",21.25,57.6,0.395294117647059,0,0,0,107,17,0,0.8897,0.9432,0.6408,0.9956,0.016375
"fdacb5951bb702fb582b8973245ab815","openml_tecator","mlr","regr.svm","fat",125,240,"regr.svm polynomial",21.25,57.6,0.395294117647059,0,0,0,107,17,0,152.8231,12.3622,8.2805,0.1915,0.214621527777778
"17b03d7093f50d514af7d2d351a9a702","openml_triazines","mlr","regr.plsr","activity",61,186,"regr.plsr kernelpls",0.1682,0.8,-0.0725326991676581,0,0,0,5,1,54,336976734716854016,580496972.1858,75683001.4895,-1.3325688884509e+19,725621215.23225
"1b0fa88671657eb12404ec9a7f70e54e","openml_triazines","mlr","regr.svm","activity",61,186,"regr.svm polynomial",0.1682,0.8,-0.0725326991676581,0,0,0,5,1,54,0.0249,0.158,0.115,-0.0204,0.1975
"1b59c32bcee8c4472a9fed2366ac6717","openml_triazines","mlr","regr.gausspr","activity",61,186,"regr.gausspr polydot",0.1682,0.8,-0.0725326991676581,0,0,0,5,1,54,0.0207,0.1439,0.1081,0.085,0.179875
"46748294cfa4ccb9f9333f218ebeed88","openml_triazines","mlr","regr.plsr","activity",61,186,"regr.plsr oscorespls",0.1682,0.8,-0.0725326991676581,0,0,0,5,1,54,1.69608413329838e+29,411835420198212,304156462028946,-8.28817035834138e+30,514794275247765
"806a82224e189be825f208c8888659ba","openml_triazines","mlr","regr.plsr","activity",61,186,"regr.plsr simpls",0.1682,0.8,-0.0725326991676581,0,0,0,5,1,54,0.4013,0.6334,0.4625,-14.4591,0.79175
"8bead8617256c4133d7ef42f88e355e2","openml_triazines","mlr","regr.gausspr","activity",61,186,"regr.gausspr vanilladot",0.1682,0.8,-0.0725326991676581,0,0,0,5,1,54,0.028,0.1674,0.1302,-0.271,0.20925
"b46e52d85ed736f765a64c78264ad84a","openml_triazines","mlr","regr.gausspr","activity",61,186,"regr.gausspr rbfdot",0.1682,0.8,-0.0725326991676581,0,0,0,5,1,54,0.0285,0.1687,0.1307,-0.2049,0.210875
"de5f00b3148eabccd092549fe366171b","openml_triazines","mlr","regr.svm","activity",61,186,"regr.svm sigmoid",0.1682,0.8,-0.0725326991676581,0,0,0,5,1,54,0.0212,0.1457,0.1022,0.1182,0.182125
"e7a5580281b43d0c3e966c7840216512","openml_triazines","mlr","regr.svm","activity",61,186,"regr.svm radial",0.1682,0.8,-0.0725326991676581,0,0,0,5,1,54,0.0208,0.1441,0.1014,0.1331,0.180125
"0ca72be37b5254b9a187b9c7a2dcacca","openml_visualizing_environmental","mlr","regr.gausspr","wind",4,111,"regr.gausspr polydot",4.1,18.4,-0.121951219512195,0,0,0,1,2,0,8.2316,2.8691,2.2156,0.2788,0.155929347826087
"27fe33e606fa9fefcb3021d9833c0e52","openml_visualizing_environmental","mlr","regr.svm","wind",4,111,"regr.svm sigmoid",4.1,18.4,-0.121951219512195,0,0,0,1,2,0,97.9351,9.8962,7.6199,-8.3746,0.537836956521739
"381ad80a21b05a85fb10a11f0f3ff93c","openml_visualizing_environmental","mlr","regr.plsr","wind",4,111,"regr.plsr oscorespls",4.1,18.4,-0.121951219512195,0,0,0,1,2,0,8.2356,2.8698,2.218,0.2776,0.155967391304348
"42ba4c2ed854b9d01c5728d870e0de11","openml_visualizing_environmental","mlr","regr.plsr","wind",4,111,"regr.plsr simpls",4.1,18.4,-0.121951219512195,0,0,0,1,2,0,8.2356,2.8698,2.218,0.2776,0.155967391304348
"44990c0005bf5370fd31fd3f72c70896","openml_visualizing_environmental","mlr","regr.svm","wind",4,111,"regr.svm polynomial",4.1,18.4,-0.121951219512195,0,0,0,1,2,0,9.9699,3.1575,2.3406,0.0806,0.171603260869565
"489950e99b972ac02ba96c69725ee83b","openml_visualizing_environmental","mlr","regr.gausspr","wind",4,111,"regr.gausspr rbfdot",4.1,18.4,-0.121951219512195,0,0,0,1,2,0,9.5997,3.0983,2.4411,0.1587,0.168385869565217
"5d142e7ea509d1e51030c8e5ad72fe43","openml_visualizing_environmental","mlr","regr.gausspr","wind",4,111,"regr.gausspr vanilladot",4.1,18.4,-0.121951219512195,0,0,0,1,2,0,8.2316,2.8691,2.2156,0.2788,0.155929347826087
"7ead85a2fe1cf0ded7a6857418e2dcd5","openml_visualizing_environmental","mlr","regr.plsr","wind",4,111,"regr.plsr kernelpls",4.1,18.4,-0.121951219512195,0,0,0,1,2,0,8.2356,2.8698,2.218,0.2776,0.155967391304348
"e92efade1d5310ba835ac68756945f38","openml_visualizing_environmental","mlr","regr.svm","wind",4,111,"regr.svm radial",4.1,18.4,-0.121951219512195,0,0,0,1,2,0,9.2598,3.043,2.3607,0.201,0.165380434782609
"16614e492ecb6d8e160b1b9b9ab706e6","openml_visualizing_slope","mlr","regr.svm","resolution",4,44,"regr.svm polynomial",6.7091,19.4703,0.242640592627923,0,0,0,2,1,0,6.9026,2.6273,1.9257,0.6938,0.134938855590309
"58790fdc008ef06ddece291184abd451","openml_visualizing_slope","mlr","regr.gausspr","resolution",4,44,"regr.gausspr rbfdot",6.7091,19.4703,0.242640592627923,0,0,0,2,1,0,3.4822,1.8661,1.2417,0.8521,0.0958434127876817
"736889df97ead4077335d900553f00b1","openml_visualizing_slope","mlr","regr.plsr","resolution",4,44,"regr.plsr kernelpls",6.7091,19.4703,0.242640592627923,0,0,0,2,1,0,1.1931,1.0923,0.8363,0.9437,0.056100830495678
"76c71b39241c3c8f341b19c50a8564cf","openml_visualizing_slope","mlr","regr.plsr","resolution",4,44,"regr.plsr oscorespls",6.7091,19.4703,0.242640592627923,0,0,0,2,1,0,1.1931,1.0923,0.8363,0.9437,0.056100830495678
"7e8ff8a9b5532ab618ee119f6e1d450d","openml_visualizing_slope","mlr","regr.gausspr","resolution",4,44,"regr.gausspr vanilladot",6.7091,19.4703,0.242640592627923,0,0,0,2,1,0,1.3631,1.1675,0.9131,0.9351,0.0599631233211609
"bcd1546b4973b19c926b623b154534f0","openml_visualizing_slope","mlr","regr.plsr","resolution",4,44,"regr.plsr simpls",6.7091,19.4703,0.242640592627923,0,0,0,2,1,0,1.1931,1.0923,0.8363,0.9437,0.056100830495678
"c2c1383c494d57a4edf871a0d6cfb513","openml_visualizing_slope","mlr","regr.gausspr","resolution",4,44,"regr.gausspr polydot",6.7091,19.4703,0.242640592627923,0,0,0,2,1,0,1.3631,1.1675,0.9131,0.9351,0.0599631233211609
"d366c87a0877a725de40813cdb164345","openml_visualizing_slope","mlr","regr.svm","resolution",4,44,"regr.svm sigmoid",6.7091,19.4703,0.242640592627923,0,0,0,2,1,0,44.1866,6.6473,5.3699,-1.1741,0.341407168867455
"fd050326705ca27f4f7d53f7196a6b06","openml_visualizing_slope","mlr","regr.svm","resolution",4,44,"regr.svm radial",6.7091,19.4703,0.242640592627923,0,0,0,2,1,0,1.7476,1.322,0.7464,0.9335,0.0678982861075587
"0c67c4d8734709b4dd0665ef2bd607b1","openml_wind","mlr","regr.svm","MAL",15,6574,"regr.svm sigmoid",9.12,41.87,0.0592105263157894,0,0,0,14,0,0,1180193.3285,1086.367,703.4987,-26339.0064,25.9461905899212
"2d7d5e2e7ea4ed0292af848ffbf4ea59","openml_wind","mlr","regr.gausspr","MAL",15,6574,"regr.gausspr vanilladot",9.12,41.87,0.0592105263157894,0,0,0,14,0,0,10.8507,3.294,2.5237,0.758,0.0786720802483879
"3452855b13eb2f14f855a8fd34d96ee6","openml_wind","mlr","regr.plsr","MAL",15,6574,"regr.plsr kernelpls",9.12,41.87,0.0592105263157894,0,0,0,14,0,0,10.8508,3.2941,2.5237,0.758,0.0786744685932649
"7e0dabcf0fe74f51c2053ef5ba57cec5","openml_wind","mlr","regr.plsr","MAL",15,6574,"regr.plsr simpls",9.12,41.87,0.0592105263157894,0,0,0,14,0,0,10.8508,3.2941,2.5237,0.758,0.0786744685932649
"90fd7a585f1ee4f6cd7b660aa0d569fb","openml_wind","mlr","regr.svm","MAL",15,6574,"regr.svm radial",9.12,41.87,0.0592105263157894,0,0,0,14,0,0,9.0251,3.0042,2.2843,0.7987,0.0717506567948412
"df496b91d9a717e2d6a688b22c66b963","openml_wind","mlr","regr.svm","MAL",15,6574,"regr.svm polynomial",9.12,41.87,0.0592105263157894,0,0,0,14,0,0,16.0726,4.0091,2.9998,0.6413,0.0957511344638166
"e338603abfe51d74dff8e503244146e1","openml_wind","mlr","regr.gausspr","MAL",15,6574,"regr.gausspr polydot",9.12,41.87,0.0592105263157894,0,0,0,14,0,0,10.8507,3.294,2.5237,0.758,0.0786720802483879
"e652c7fb6197170589ee88e1fe4e76f8","openml_wind","mlr","regr.plsr","MAL",15,6574,"regr.plsr oscorespls",9.12,41.87,0.0592105263157894,0,0,0,14,0,0,10.8508,3.2941,2.5237,0.758,0.0786744685932649
"fc92c1fc20ab8699423d8a77a50dc87a","openml_wind","mlr","regr.gausspr","MAL",15,6574,"regr.gausspr rbfdot",9.12,41.87,0.0592105263157894,0,0,0,14,0,0,9.1767,3.0293,2.3072,0.7953,0.0723501313589682
"2383fb639b5cb83d799c948148174022","openml_wisconsin","mlr","regr.svm","time",33,194,"regr.svm radial",58.75,124,0.140425531914894,0,0,0,26,6,0,1157.4125,34.0208,27.8865,0.0108,0.274361290322581
"4650d768154a3787cb9bf05e87a1595c","openml_wisconsin","mlr","regr.plsr","time",33,194,"regr.plsr oscorespls",58.75,124,0.140425531914894,0,0,0,26,6,0,1160.6734,34.0687,27.9926,0.0091,0.274747580645161
"7306cc05bf9d5322c8bd89f1070b41f9","openml_wisconsin","mlr","regr.svm","time",33,194,"regr.svm sigmoid",58.75,124,0.140425531914894,0,0,0,26,6,0,2224.9292,47.1692,34.3494,-0.929,0.380396774193548
"7dfbde24e2d7c53f3c0b5d834efbe8b8","openml_wisconsin","mlr","regr.plsr","time",33,194,"regr.plsr widekernelpls",58.75,124,0.140425531914894,0,0,0,26,6,0,3.01938994719954e+21,54948975852.1443,19839421337.7259,-2230600472982010112,443136902.033422
"9b97892b94db4763a004dceb2b7488d2","openml_wisconsin","mlr","regr.gausspr","time",33,194,"regr.gausspr vanilladot",58.75,124,0.140425531914894,0,0,0,26,6,0,1061.1377,32.5751,27.0328,0.0925,0.262702419354839
"ad7ee23ee9fefbe055695d9aae36db4a","openml_wisconsin","mlr","regr.gausspr","time",33,194,"regr.gausspr rbfdot",58.75,124,0.140425531914894,0,0,0,26,6,0,1098.1367,33.1381,27.6154,0.0609,0.267242741935484
"ae73ae4325fb00c01e2650e60e23c257","openml_wisconsin","mlr","regr.svm","time",33,194,"regr.svm polynomial",58.75,124,0.140425531914894,0,0,0,26,6,0,1889.1542,43.4644,33.1248,-0.6066,0.35051935483871
"d4a712619cb7c89177aef7014500899d","openml_wisconsin","mlr","regr.gausspr","time",33,194,"regr.gausspr polydot",58.75,124,0.140425531914894,0,0,0,26,6,0,1061.1377,32.5751,27.0328,0.0925,0.262702419354839
"d85bf29dc051d032ee2ae653ac2ecb13","openml_wisconsin","mlr","regr.plsr","time",33,194,"regr.plsr kernelpls",58.75,124,0.140425531914894,0,0,0,26,6,0,1160.6662,34.0686,27.9925,0.0091,0.274746774193548
"db783ad6c5be6fc61089d5f5e5476a5f","openml_wisconsin","mlr","regr.plsr","time",33,194,"regr.plsr simpls",58.75,124,0.140425531914894,0,0,0,26,6,0,1160.7692,34.0701,27.9865,0.0091,0.274758870967742
